"orders.id","orders.name","orders.line_items.id","orders.fulfillment_status","orders.line_items.sku","orders.line_items.quantity","orders.line_items.fulfillment_status","orders.line_items.fulfillable_quantity"
1228329484417,"#5600251",2618662387841,"partial","1247237",1,"fulfilled",0
1228329484417,"#5600251",2618662420609,"partial","1247241",1,"fulfilled",0
1228329484417,"#5600251",2618662453377,"partial","1243996",1,"fulfilled",0
1228329484417,"#5600251",2618662486145,"partial","590307",2,"fulfilled",0
1228329484417,"#5600251",2618662518913,"partial","682375",1,"fulfilled",0
1228329484417,"#5600251",2618662551681,"partial","591897",1,"fulfilled",0
1228329484417,"#5600251",2618662584449,"partial","501216",10,"fulfilled",0
1228329484417,"#5600251",2618662617217,"partial","43580",1,"fulfilled",0
1228329484417,"#5600251",2618662649985,"partial","971635",3,"fulfilled",0
1228329484417,"#5600251",2618662682753,"partial","518200",2,"fulfilled",0
1228329484417,"#5600251",2618662715521,"partial","854847",2,"fulfilled",0
1228329484417,"#5600251",2618662748289,"partial","520806",2,"fulfilled",0
1228329484417,"#5600251",2618662781057,"partial","733350",2,"fulfilled",0
1228329484417,"#5600251",2618662813825,"partial","380479",1,"fulfilled",0
1228090507393,"#5592958",2618037829761,"partial","603708",1,,1
1228090507393,"#5592958",2618037862529,"partial","380479",1,"fulfilled",0
1227979882625,"#5589582",2617742098561,"partial","2897060",1,,1
1227979882625,"#5589582",2617742131329,"partial","937936",2,"fulfilled",0
1227978834049,"#5589550",2617739444353,"partial","24383777",1,"fulfilled",0
1227978834049,"#5589550",2617739477121,"partial","383235",1,,1
1227978834049,"#5589550",2617739509889,"partial","1637054",1,"fulfilled",0
1227978834049,"#5589550",2617739542657,"partial","619850",1,"fulfilled",0
1227975688321,"#5589454",2617731252353,"partial","931250",1,"fulfilled",0
1227975688321,"#5589454",2617731285121,"partial","505844",1,"fulfilled",0
1227975688321,"#5589454",2617731317889,"partial","586079",2,"fulfilled",0
1227975688321,"#5589454",2617731350657,"partial","41476",1,"fulfilled",0
1227975688321,"#5589454",2617731383425,"partial","11610",1,"fulfilled",0
1227975688321,"#5589454",2617731416193,"partial","37929",1,"fulfilled",0
1227975688321,"#5589454",2617731448961,"partial","37930",1,"fulfilled",0
1227975688321,"#5589454",2617731481729,"partial","37931",1,"fulfilled",0
1227975688321,"#5589454",2617731514497,"partial","887842",1,"fulfilled",0
1227975688321,"#5589454",2617731547265,"partial","488764",1,"fulfilled",0
1227975688321,"#5589454",2617731580033,"partial","887835",1,"fulfilled",0
1227975688321,"#5589454",2617731612801,"partial","679455",1,"fulfilled",0
1227975688321,"#5589454",2617731645569,"partial","798476",1,"fulfilled",0
1227975688321,"#5589454",2617731678337,"partial","2941973",1,"fulfilled",0
1227975688321,"#5589454",2617731711105,"partial","798047",1,"fulfilled",0
1227975688321,"#5589454",2617731743873,"partial","2942180",1,"fulfilled",0
1227975688321,"#5589454",2617731776641,"partial","401613",1,"fulfilled",0
1227975688321,"#5589454",2617731809409,"partial","2924763",1,"fulfilled",0
1227975688321,"#5589454",2617731842177,"partial","39743",1,"fulfilled",0
1227975688321,"#5589454",2617731874945,"partial","2963504",1,,1
1227975688321,"#5589454",2617731907713,"partial","647338",6,"fulfilled",0
1227975688321,"#5589454",2617731940481,"partial","2537589",1,"fulfilled",0
1227975688321,"#5589454",2617731973249,"partial","585669",1,"fulfilled",0
1227975688321,"#5589454",2617732006017,"partial","887813",1,"fulfilled",0
1227975688321,"#5589454",2617732038785,"partial","2414947",1,"fulfilled",0
1227975688321,"#5589454",2617732071553,"partial","703952",1,"fulfilled",0
1227975688321,"#5589454",2617732104321,"partial","1015495",1,"fulfilled",0
1227975688321,"#5589454",2617732137089,"partial","2345226",1,"fulfilled",0
1227975688321,"#5589454",2617732169857,"partial","29092",1,"fulfilled",0
1227975688321,"#5589454",2617732202625,"partial","804235",1,"fulfilled",0
1227975688321,"#5589454",2617732235393,"partial","747386",3,"fulfilled",0
1227975688321,"#5589454",2617732268161,"partial","733990",3,"fulfilled",0
1227969822849,"#5589275",2617716080769,"partial","409675",1,"fulfilled",0
1227969822849,"#5589275",2617716113537,"partial","934517",1,"fulfilled",0
1227969822849,"#5589275",2617716146305,"partial","2911025",1,"fulfilled",0
1227969822849,"#5589275",2617716179073,"partial","2238027",1,,1
1227969822849,"#5589275",2617716211841,"partial","14000",2,"fulfilled",0
1227969822849,"#5589275",2617716244609,"partial","867436",1,"fulfilled",0
1227969822849,"#5589275",2617716277377,"partial","2962025",1,"fulfilled",0
1227969822849,"#5589275",2617716310145,"partial","963872",1,"fulfilled",0
1227961630849,"#5589025",2617695699073,"partial","1610466",1,,1
1227961630849,"#5589025",2617695731841,"partial","380479",1,"fulfilled",0
1227961630849,"#5589025",2617695764609,"partial","665699",1,"fulfilled",0
1227957272705,"#5588892",2617684099201,"partial","2071144",1,,1
1227957272705,"#5588892",2617684131969,"partial","12300",1,"fulfilled",0
1227957272705,"#5588892",2617684164737,"partial","380479",1,"fulfilled",0
1227957272705,"#5588892",2617684197505,"partial","13579",2,"fulfilled",0
1227957174401,"#5588889",2617683968129,"partial","16352",1,,1
1227957174401,"#5588889",2617684000897,"partial","13337",1,"fulfilled",0
1227954454657,"#5588806",2617676857473,"partial","1668733",4,"fulfilled",0
1227954454657,"#5588806",2617676890241,"partial","79677",2,,2
1227954454657,"#5588806",2617676923009,"partial","2878898",1,,1
1227953569921,"#5588779",2617674924161,"partial","40713",1,"fulfilled",0
1227953569921,"#5588779",2617674956929,"partial","13573",1,"fulfilled",0
1227953569921,"#5588779",2617674989697,"partial","657390",1,"fulfilled",0
1227953569921,"#5588779",2617675022465,"partial","2727547",2,,2
1227953569921,"#5588779",2617675055233,"partial","398822",1,"fulfilled",0
1227953537153,"#5588778",2617674301569,"partial","2958801",1,,1
1227953537153,"#5588778",2617674334337,"partial","587675",1,"fulfilled",0
1227953537153,"#5588778",2617674367105,"partial","2909881",2,"fulfilled",0
1227953537153,"#5588778",2617674399873,"partial","1956821",2,,2
1227953537153,"#5588778",2617674432641,"partial","242573",9,"fulfilled",0
1227953537153,"#5588778",2617674465409,"partial","2941727",3,"fulfilled",0
1227953537153,"#5588778",2617674498177,"partial","1956604",1,,1
1227953537153,"#5588778",2617674530945,"partial","957019",5,"fulfilled",0
1227953537153,"#5588778",2617674563713,"partial","705149",5,"fulfilled",0
1227953537153,"#5588778",2617674596481,"partial","2964471",2,"fulfilled",0
1227953537153,"#5588778",2617674629249,"partial","966162",2,"fulfilled",0
1227953537153,"#5588778",2617674662017,"partial","885881",3,"fulfilled",0
1227953537153,"#5588778",2617674694785,"partial","905203",2,"fulfilled",0
1227953537153,"#5588778",2617674727553,"partial","338213",8,"fulfilled",0
1227953537153,"#5588778",2617674760321,"partial","798080",3,"fulfilled",0
1227953537153,"#5588778",2617674793089,"partial","937956",6,"fulfilled",0
1227953537153,"#5588778",2617674825857,"partial","744976",10,"fulfilled",0
1227953537153,"#5588778",2617674858625,"partial","2943520",2,"fulfilled",0
1227953537153,"#5588778",2617674891393,"partial","2943522",2,"fulfilled",0
1227949703297,"#5588661",2617665388673,"partial","46251",1,"fulfilled",0
1227949703297,"#5588661",2617665421441,"partial","20331",1,"fulfilled",0
1227949703297,"#5588661",2617665454209,"partial","15646",1,"fulfilled",0
1227949703297,"#5588661",2617665486977,"partial","2943715",1,,1
1227949703297,"#5588661",2617665519745,"partial","649446",1,"fulfilled",0
1227947704449,"#5588600",2617659883649,"partial","978028",1,"fulfilled",0
1227947704449,"#5588600",2617659916417,"partial","13535",1,"fulfilled",0
1227947704449,"#5588600",2617659949185,"partial","380479",3,"fulfilled",0
1227947704449,"#5588600",2617659981953,"partial","199082",6,"fulfilled",0
1227947704449,"#5588600",2617660014721,"partial","1956733",1,,1
1227938922625,"#5588332",2617637077121,"partial","887845",1,,1
1227938922625,"#5588332",2617637109889,"partial","937956",1,,1
1227938922625,"#5588332",2617637142657,"partial","620557",1,,1
1227938922625,"#5588332",2617637175425,"partial","592678",1,,1
1227938922625,"#5588332",2617637208193,"partial","854847",1,,1
1227938922625,"#5588332",2617637240961,"partial","380479",1,"fulfilled",0
1227933614209,"#5588170",2617623347329,"partial","565436",4,"fulfilled",0
1227933614209,"#5588170",2617623380097,"partial","1612059",4,"fulfilled",0
1227933614209,"#5588170",2617623412865,"partial","2911115",2,,2
1227932893313,"#5588148",2617621151873,"partial","676635",1,"fulfilled",0
1227932893313,"#5588148",2617621184641,"partial","746721",1,"fulfilled",0
1227932893313,"#5588148",2617621217409,"partial","800553",1,"fulfilled",0
1227932893313,"#5588148",2617621250177,"partial","2856360",1,"fulfilled",0
1227932893313,"#5588148",2617621282945,"partial","745989",1,"fulfilled",0
1227932893313,"#5588148",2617621315713,"partial","2925869",1,,1
1227928502401,"#5588014",2617610829953,"partial","1674314",2,,2
1227928502401,"#5588014",2617610862721,"partial","797105",1,"fulfilled",0
1227928502401,"#5588014",2617610895489,"partial","722105",1,"fulfilled",0
1227928502401,"#5588014",2617610928257,"partial","34487",1,"fulfilled",0
1227928502401,"#5588014",2617610961025,"partial","12928",1,"fulfilled",0
1227928502401,"#5588014",2617610993793,"partial","761482",1,"fulfilled",0
1227928502401,"#5588014",2617611026561,"partial","978011",1,"fulfilled",0
1227928502401,"#5588014",2617611059329,"partial","2500313",1,"fulfilled",0
1227928141953,"#5588003",2617609715841,"partial","171882",2,,2
1227928141953,"#5588003",2617609748609,"partial","2858953",1,"fulfilled",0
1227928141953,"#5588003",2617609781377,"partial","380479",2,"fulfilled",0
1227928141953,"#5588003",2617609814145,"partial","24388597",1,"fulfilled",0
1227927191681,"#5587974",2617607585921,"fulfilled","1843894",1,"fulfilled",0
1227927191681,"#5587974",2617607618689,"fulfilled","2858951",1,"fulfilled",0
1227926536321,"#5587954",2617606144129,"partial","1383617",1,,1
1227926536321,"#5587954",2617606176897,"partial","510397",2,"fulfilled",0
1227926536321,"#5587954",2617606209665,"partial","520806",2,"fulfilled",0
1227926536321,"#5587954",2617606242433,"partial","483532",2,"fulfilled",0
1227926438017,"#5587951",2617606013057,"partial","2897058",1,,1
1227926438017,"#5587951",2617606045825,"partial","1789503",1,"fulfilled",0
1227924832385,"#5587902",2617602867329,"partial","643687",1,"fulfilled",0
1227924832385,"#5587902",2617602900097,"partial","798080",2,"fulfilled",0
1227924832385,"#5587902",2617602932865,"partial","2943715",1,,1
1227924832385,"#5587902",2617602965633,"partial","269788",1,,1
1227924832385,"#5587902",2617602998401,"partial","437243",1,"fulfilled",0
1227921260673,"#5587793",2617594445953,"partial","24395318",2,,2
1227921260673,"#5587793",2617594478721,"partial","2942207",1,"fulfilled",0
1227919097985,"#5587727",2617588646017,"partial","571856",2,"fulfilled",0
1227919097985,"#5587727",2617588678785,"partial","63441",1,,1
1227919097985,"#5587727",2617588711553,"partial","1929256",1,"fulfilled",0
1227918999681,"#5587724",2617588220033,"partial","1440296",1,"fulfilled",0
1227918999681,"#5587724",2617588252801,"partial","2961998",1,"fulfilled",0
1227918999681,"#5587724",2617588285569,"partial","1928484",1,"fulfilled",0
1227918999681,"#5587724",2617588318337,"partial","937956",1,"fulfilled",0
1227918999681,"#5587724",2617588351105,"partial","2495957",1,,1
1227918999681,"#5587724",2617588383873,"partial","2942410",4,"fulfilled",0
1227918999681,"#5587724",2617588416641,"partial","1413194",2,"fulfilled",0
1227918999681,"#5587724",2617588449409,"partial","2939517",1,"fulfilled",0
1227918999681,"#5587724",2617588482177,"partial","2091518",2,"fulfilled",0
1227918999681,"#5587724",2617588514945,"partial","744976",4,"fulfilled",0
1227918409857,"#5587706",2617586581633,"partial","1548748",1,"fulfilled",0
1227918409857,"#5587706",2617586614401,"partial","745931",1,"fulfilled",0
1227918409857,"#5587706",2617586647169,"partial","380479",1,"fulfilled",0
1227918409857,"#5587706",2617586679937,"partial","707510",5,"fulfilled",0
1227918409857,"#5587706",2617586712705,"partial","2424792",1,,1
1227918409857,"#5587706",2617586745473,"partial","579158",1,"fulfilled",0
1227911200897,"#5587486",2617571573889,"partial","326653",1,"fulfilled",0
1227911200897,"#5587486",2617571606657,"partial","30094",1,"fulfilled",0
1227911200897,"#5587486",2617571639425,"partial","510389",1,"fulfilled",0
1227911200897,"#5587486",2617571672193,"partial","752335",4,"fulfilled",0
1227911200897,"#5587486",2617571704961,"partial","2793511",1,,1
1227911200897,"#5587486",2617571737729,"partial","1612058",2,"fulfilled",0
1227911200897,"#5587486",2617571770497,"partial","13579",1,"fulfilled",0
1227911200897,"#5587486",2617571803265,"partial","2940185",1,"fulfilled",0
1227911200897,"#5587486",2617571836033,"partial","46316",1,"fulfilled",0
1227908612225,"#5587407",2617566625921,"partial","1458438",1,,1
1227908612225,"#5587407",2617566658689,"partial","797436",1,"fulfilled",0
1227908612225,"#5587407",2617566691457,"partial","620525",2,"fulfilled",0
1227908612225,"#5587407",2617566724225,"partial","1569255",2,"fulfilled",0
1227908612225,"#5587407",2617566756993,"partial","1558864",2,"fulfilled",0
1227908546689,"#5587405",2617566527617,"partial","1843894",1,,1
1227908546689,"#5587405",2617566560385,"partial","2871423",1,"fulfilled",0
1227898421377,"#5587096",2617548112001,"partial","2739158",3,,3
1227898421377,"#5587096",2617548144769,"partial","2705056",1,,1
1227898421377,"#5587096",2617548177537,"partial","737032",1,"fulfilled",0
1227898421377,"#5587096",2617548210305,"partial","2946873",2,"fulfilled",0
1227898421377,"#5587096",2617548243073,"partial","220368",2,,2
1227894620289,"#5586980",2617540706433,"fulfilled","555903",1,"fulfilled",0
1227894620289,"#5586980",2617540739201,"fulfilled","2925147",1,"fulfilled",0
1227892588673,"#5586918",2617536807041,"partial","2962775",1,"fulfilled",0
1227892588673,"#5586918",2617536839809,"partial","2962774",1,"fulfilled",0
1227892588673,"#5586918",2617536872577,"partial","2878989",1,,1
1227892588673,"#5586918",2617536905345,"partial","2961850",1,"fulfilled",0
1227892129921,"#5586904",2617535922305,"fulfilled","423814",1,"fulfilled",0
1227892129921,"#5586904",2617535955073,"fulfilled","1919544",1,"fulfilled",0
1227892129921,"#5586904",2617535987841,"fulfilled","2926118",1,"fulfilled",0
1227892129921,"#5586904",2617536020609,"fulfilled","807585",1,"fulfilled",0
1227892129921,"#5586904",2617536053377,"fulfilled","979185",1,"fulfilled",0
1227892129921,"#5586904",2617536086145,"fulfilled","382837",1,"fulfilled",0
1227891769473,"#5586893",2617535398017,"partial","72200",1,,1
1227891769473,"#5586893",2617535430785,"partial","791940",1,"fulfilled",0
1227891769473,"#5586893",2617535463553,"partial","149986",2,"fulfilled",0
1227891540097,"#5586886",2617534939265,"partial","1497330",1,,1
1227891540097,"#5586886",2617534972033,"partial","18013",1,"fulfilled",0
1227891540097,"#5586886",2617535004801,"partial","82651",1,"fulfilled",0
1227891540097,"#5586886",2617535037569,"partial","1056954",1,"fulfilled",0
1227891540097,"#5586886",2617535070337,"partial","82649",1,"fulfilled",0
1227883708545,"#5586647",2617519308929,"partial","1182804",1,"fulfilled",0
1227883708545,"#5586647",2617519341697,"partial","2465233",1,,1
1227876106369,"#5586415",2617506300033,"partial","2948717",1,"fulfilled",0
1227876106369,"#5586415",2617506332801,"partial","2862577",1,,1
1227874762881,"#5586374",2617503580289,"partial","2430915",1,,1
1227874762881,"#5586374",2617503613057,"partial","2911136",1,"fulfilled",0
1227874762881,"#5586374",2617503645825,"partial","2948713",1,"fulfilled",0
1227874762881,"#5586374",2617503678593,"partial","2948716",1,"fulfilled",0
1227872174209,"#5586295",2617498468481,"partial","2953562",1,,1
1227872174209,"#5586295",2617498501249,"partial","331320",1,"fulfilled",0
1227870503041,"#5586244",2617495191681,"partial","920557",1,"fulfilled",0
1227870503041,"#5586244",2617495224449,"partial","920556",1,"fulfilled",0
1227870503041,"#5586244",2617495257217,"partial","2962663",3,"fulfilled",0
1227870503041,"#5586244",2617495289985,"partial","1570001",1,,1
1227870503041,"#5586244",2617495322753,"partial","479872",1,"fulfilled",0
1227870503041,"#5586244",2617495355521,"partial","438138",1,"fulfilled",0
1227870503041,"#5586244",2617495388289,"partial","2791988",1,"fulfilled",0
1227870503041,"#5586244",2617495421057,"partial","2791993",1,,1
1227870503041,"#5586244",2617495453825,"partial","1017451",1,"fulfilled",0
1227870503041,"#5586244",2617495486593,"partial","1017452",1,"fulfilled",0
1227869388929,"#5586210",2617493094529,"partial","697734",4,"fulfilled",0
1227869388929,"#5586210",2617493127297,"partial","138028",1,,1
1227869388929,"#5586210",2617493160065,"partial","916003",2,"fulfilled",0
1227869388929,"#5586210",2617493192833,"partial","33218",1,"fulfilled",0
1227869257857,"#5586206",2617492701313,"partial","38277",1,"fulfilled",0
1227869257857,"#5586206",2617492734081,"partial","807583",1,"fulfilled",0
1227869257857,"#5586206",2617492766849,"partial","734458",1,"fulfilled",0
1227869257857,"#5586206",2617492799617,"partial","593226",1,"fulfilled",0
1227869257857,"#5586206",2617492832385,"partial","280065",1,,1
1227869257857,"#5586206",2617492865153,"partial","10269",1,"fulfilled",0
1227869257857,"#5586206",2617492897921,"partial","40192",1,"fulfilled",0
1227869257857,"#5586206",2617492930689,"partial","680891",1,"fulfilled",0
1227865030785,"#5586077",2617485230209,"partial","239914",1,,1
1227865030785,"#5586077",2617485262977,"partial","735781",1,"fulfilled",0
1227865030785,"#5586077",2617485295745,"partial","702879",1,"fulfilled",0
1227861753985,"#5585977",2617479790721,"partial","317503",1,,1
1227861753985,"#5585977",2617479823489,"partial","2964743",1,"fulfilled",0
1227857363073,"#5585843",2617471205505,"partial","2942884",1,,1
1227857363073,"#5585843",2617471238273,"partial","2289336",1,,1
1227857363073,"#5585843",2617471271041,"partial","518221",1,"fulfilled",0
1227857363073,"#5585843",2617471303809,"partial","23998",1,"fulfilled",0
1227857363073,"#5585843",2617471336577,"partial","395894",5,"fulfilled",0
1227857363073,"#5585843",2617471369345,"partial","271674",1,"fulfilled",0
1227857363073,"#5585843",2617471402113,"partial","620557",1,"fulfilled",0
1227853922433,"#5585738",2617465340033,"partial","1646406",1,"fulfilled",0
1227853922433,"#5585738",2617465372801,"partial","2923883",3,"fulfilled",0
1227853922433,"#5585738",2617465405569,"partial","240366",1,,1
1227853922433,"#5585738",2617465438337,"partial","1189543",3,,3
1227842191489,"#5585380",2617443287169,"partial","2720674",1,,1
1227842191489,"#5585380",2617443319937,"partial","380479",1,"fulfilled",0
1227842191489,"#5585380",2617443352705,"partial","10271",1,"fulfilled",0
1227842191489,"#5585380",2617443385473,"partial","27008",1,"fulfilled",0
1227842191489,"#5585380",2617443418241,"partial","570562",2,"fulfilled",0
1227842191489,"#5585380",2617443451009,"partial","2608726",1,"fulfilled",0
1227842191489,"#5585380",2617443483777,"partial","382647",1,"fulfilled",0
1227668390017,"#5580077",2617114427521,"partial","693824",3,"fulfilled",0
1227668390017,"#5580077",2617114460289,"partial","481790",10,,10
1227664064641,"#5579945",2617105285249,"partial","11520",1,,1
1227664064641,"#5579945",2617105318017,"partial","910159",1,,1
1227664064641,"#5579945",2617105350785,"partial","20549",1,,1
1227664064641,"#5579945",2617105383553,"partial","2864178",2,"fulfilled",0
1227662721153,"#5579904",2617102336129,"partial","2899047",1,"fulfilled",0
1227662721153,"#5579904",2617102368897,"partial","243132",1,"fulfilled",0
1227662721153,"#5579904",2617102401665,"partial","2936420",1,,1
1227662229633,"#5579889",2617101189249,"partial","2763758",1,"fulfilled",0
1227662229633,"#5579889",2617101222017,"partial","2797971",1,,1
1227662229633,"#5579889",2617101254785,"partial","918532",5,,5
1227662229633,"#5579889",2617101287553,"partial","934423",1,,1
1227662229633,"#5579889",2617101320321,"partial","1698850",1,,1
1227662229633,"#5579889",2617101353089,"partial","11132",2,"fulfilled",0
1227662229633,"#5579889",2617101385857,"partial","2909881",4,,4
1227662229633,"#5579889",2617101418625,"partial","937956",3,,3
1227661934721,"#5579880",2617100075137,"partial","300065",1,"fulfilled",0
1227661934721,"#5579880",2617100107905,"partial","343053",1,,1
1227661934721,"#5579880",2617100140673,"partial","41915",1,,1
1227661934721,"#5579880",2617100173441,"partial","572002",1,,1
1227661934721,"#5579880",2617100206209,"partial","385581",2,,2
1227661934721,"#5579880",2617100238977,"partial","479872",1,,1
1227661934721,"#5579880",2617100271745,"partial","583608",1,"fulfilled",0
1227661934721,"#5579880",2617100304513,"partial","937956",1,,1
1227661934721,"#5579880",2617100337281,"partial","13583",1,,1
1227661934721,"#5579880",2617100370049,"partial","13579",3,,3
1227661934721,"#5579880",2617100402817,"partial","14336",2,,2
1227660918913,"#5579849",2617097846913,"partial","2869011",1,"fulfilled",0
1227660918913,"#5579849",2617097879681,"partial","1935520",1,,1
1227660656769,"#5579841",2617097388161,"partial","807583",2,,2
1227660656769,"#5579841",2617097420929,"partial","2952432",1,"fulfilled",0
1227658068097,"#5579762",2617090900097,"partial","675202",1,,1
1227658068097,"#5579762",2617090932865,"partial","675198",1,,1
1227658068097,"#5579762",2617090965633,"partial","26507",10,,10
1227658068097,"#5579762",2617090998401,"partial","444336",1,,1
1227658068097,"#5579762",2617091031169,"partial","975788",1,,1
1227658068097,"#5579762",2617091063937,"partial","1023926",1,"fulfilled",0
1227658068097,"#5579762",2617091096705,"partial","789250",1,,1
1227647811713,"#5579449",2617064554625,"partial","36189",2,,2
1227647811713,"#5579449",2617064587393,"partial","2831673",1,"fulfilled",0
1227647516801,"#5579440",2617063735425,"partial","2097980",1,,1
1227647516801,"#5579440",2617063768193,"partial","79416",2,"fulfilled",0
1227644665985,"#5579353",2617055576193,"partial","2146136",1,,1
1227644665985,"#5579353",2617055608961,"partial","1231207",1,"fulfilled",0
1227644305537,"#5579342",2617054396545,"partial","496893",1,,1
1227644305537,"#5579342",2617054429313,"partial","43454",1,,1
1227644305537,"#5579342",2617054462081,"partial","493081",1,,1
1227644305537,"#5579342",2617054494849,"partial","433427",1,,1
1227644305537,"#5579342",2617054527617,"partial","11638",1,,1
1227644305537,"#5579342",2617054560385,"partial","2836490",1,"fulfilled",0
1227644305537,"#5579342",2617054593153,"partial","522437",1,,1
1227644305537,"#5579342",2617054625921,"partial","522435",1,,1
1227641159809,"#5579246",2617046532225,"partial","2519088",1,,1
1227641159809,"#5579246",2617046564993,"partial","24179415",1,"fulfilled",0
1227641159809,"#5579246",2617046597761,"partial","1569918",1,"fulfilled",0
1227641159809,"#5579246",2617046630529,"partial","967290",1,,1
1227641159809,"#5579246",2617046663297,"partial","2472622",1,"fulfilled",0
1227637522561,"#5579135",2617038143617,"partial","1115010",1,"fulfilled",0
1227637522561,"#5579135",2617038176385,"partial","518061",1,,1
1227637522561,"#5579135",2617038209153,"partial","13535",3,,3
1227633787009,"#5579021",2617028182145,"partial","24008877",1,"fulfilled",0
1227633787009,"#5579021",2617028214913,"partial","1247243",1,,1
